,Authority,Event-code,Influence,Description ENG,Description ORI,Event-class,Event-class Description,mapped_status,is_granted
4400,SK,PD4A,,CHANGES OF RIGHTS OF DISPOSAL TO PATENTS (LIEN),ZMENY DISPOZICNYCH PRAV NA PATENTY (ZALOHY),S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4401,SK,PD4B,,TERMINATION OF RIGHTS OF DISPOSAL TO PATENTS (LIEN),ZMENY DISPOZICNYCH PRAV NA PATENTY (UKONCENIE ZALOHOV),S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4402,SK,QA4A,,LICENCE OFFER FOR PATENT,PONUKA LICENCIE NA PATENT,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4403,SK,QA9A,,LICENCE OFFER FOR PATENT APPLICATION,PONUKA LICENCIE NA PATENTOVU PRIHLASKU,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,PENDING,False
4404,SK,QB4A,,LICENCE CONTRACT REGISTERED OR GRANTED,LICENCNA ZMLUVA REGISTROVANA ALEBO UDELENA,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4405,SK,QC4A,,TERMINATION OF LICENCE AGREEMENT FOR PATENT,UKONCENIE PLATNOSTI LICENCNEJ ZMLUVY NA PATENT,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4406,SK,SPCC,,CHANGE OF ADDRESS OR NAME OF AN OWNER OF AN SPC,ZMENA MENA A ADRESY MAJITELA V DODATKOVOM OCHRANNOM OSVEDCENI,R,PARTY DATA CHANGE,NEUTRAL,False
4407,SK,SPCE,-,EXPIRY OF AN SPC,ZANIKNUTE DODATKOVE OCHRANNE OSVEDCENIE UPLYNUTIM DOBY PLATNOSTI,H,IP RIGHT CESSATION,DEAD,False
4408,SK,SPCF,+,FILING OF AN SPC,ZVEREJNENA ZIADOST O UDELENIE DODATKOVEHO OCHRANNEHO OSVEDCENIA,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4409,SK,SPCG,+,GRANT OF AN SPC,UDELENE DODATKOVE OCHRANNE OSVEDCENIE,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
4410,SK,SPCH,,INFORMATION RELATED TO THE REQUEST FOR SUPPLEMENTARY PROTECTION CERTIFICATE (SPC) MODIFIED,OPRAVY CHYB ALEBO ZMENY VSEOBECNE V ZIADOSTIACH O UDELENIE DODATKOVEHO OCHRANNEHO OSVEDCENIA,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4411,SK,SPCI,-,DECLARATION OF INVALIDITY OF AN SPC BY REASON  OF REVOCATION OR LIMITATION OF BASIC PATENT,DODATKOVE OCHRANNE OSVEDCENIE VYHLASENE ZA NEPLATNE PRE ZRUSENIE ALEBO OBMEDZENIE ZAKLADNEHO PATENTU,H,IP RIGHT CESSATION,DEAD,False
4412,SK,SPCM,,CHANGE OF VALIDITY TERM OF AN SPC AS AMENDED BY ART. 17 (2) OF EC REG. NO. 1610/96 AND ART. 18 OF EC REG. NO. 469/2009,ZMENA DOBY PLATNOSTI DODATKOVEHO OCHRANNEHO OSVEDCENIA V ZMYSLE CL. 17 ODS. 2  C. 1610/96 A CL. 18 C. 469/2009 NARIADENIA EUROP. PARL. A RADY (ES),G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4413,SK,SPCR,-,REJECTION OF AN SPC,ZAMIETNUTA ZIADOST O UDELENIE DODATKOVEHO OCHRANNEHO OSVEDCENIA,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4414,SK,SPCT,,TRANSFER OF RIGHTS OF AN SPC,PREVOD A PRECHOD PRAV NA DODATKOVE OCHRANNE OSVEDCENIE,R,PARTY DATA CHANGE,NEUTRAL,False
4415,SK,SPCW,-,DECLARATION OF INVALIDITY OF AN SPC BY REASON OF LAPSE OF BASIC PATENT BEFORE EXPIRY OF VALIDITY TERM,DODATKOVE OCHRANNE OSVEDCENIE VYHLASENE ZA NEPLATNE PRE ZANIK ZAKLADNEHO PATENTU PRED UPLYNUTIM DOBY PLATNOSTI,,,DEAD,False
4416,SK,SPCX,-,SPC APPLICATION WITHDRAWN ON REQUEST OF APPLICANT,ZASTAVENE KONANIE O ZIADOSTI O UDELENIE DODATKOVEHO OCHRANNEHO OSVEDCENIA NA NAVRH ZIADATELA,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4417,SK,SPCY,+,APPLICATION TO EXTEND AN SPC,ZVEREJNENA ZIADOST O PREDLZENIE DOBY PLATNOSTI DODATKOVEHO OCHRANNEHO OSVEDCENIA,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4418,SK,SPCZ,+,EXTENSION OF VALIDITY OF AN SPC,PREDLZENIE DOBY PLATNOSTI DODATKOVEHO OCHRANNEHO OSVEDCENIA,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4419,SK,T3,+,TRANSLATION OF EUROPEAN PATENT SPECIFICATION INTO SLOVAK,SPRISTUPNENY PREKLAD EUROPSKEHO SPISU,Q,DOCUMENT PUBLICATION,PENDING,False
4420,SK,T4,,CORRECTED SLOVAK TRANSLATION OF A EUROPEAN PATENT SPECIFICATION,SPRISTUPNENY OPRAVENY PREKLAD EUROPSKEHO PATENTOVEHO SPISU,Q,DOCUMENT PUBLICATION,PENDING,False
4421,SK,T5,,TRANSLATION OF AN AMENDED EUROPEAN PATENT SPECIFICATION,SPRISTUPNENY PREKLAD EUROPSKEHO PATENTOVEHO SPISU V ZMENENOM ZNENI,Q,DOCUMENT PUBLICATION,PENDING,False
4422,SK,TA4A,,ADDITION OF INVENTOR(S),DOPLNENIE POVODCU(-OV),R,PARTY DATA CHANGE,NEUTRAL,False
4423,SK,TB4A,,CORRECTION OF NAME,OPRAVA MENA,R,PARTY DATA CHANGE,NEUTRAL,False
4424,SK,TC4A,,CHANGE OF OWNER'S NAME,ZMENY MIEN,R,PARTY DATA CHANGE,NEUTRAL,False
4425,SK,TE4A,,CHANGE OF OWNER'S ADDRESS,ZMENA ADRESY,R,PARTY DATA CHANGE,NEUTRAL,False
4426,SK,TF4A,,CORRECTION OF A DATE,OPRAVA DATUMU,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4427,SK,TH4A,,GENERAL CORRECTION OR CHANGE,OPRAVA CHYBY ALEBO ZMENA VSEOBECNE,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4428,SU,REG,,REFERENCE TO A CODE OF A SUCCESSION STATE,REFERENCE TO A CODE OF A SUCCESSION STATE,,,NEUTRAL,False
4429,SV,FA,-,ABANDONMENT,ABANDONADA,B,APPLICATION DISCONTINUATION,DEAD,False
4430,SV,FC,-,REFUSAL,RECHAZADA,B,APPLICATION DISCONTINUATION,DEAD,False
4431,SV,FD,-,LAPSE,CADUCADA,B,APPLICATION DISCONTINUATION,DEAD,False
4432,SV,FG,+,GRANT,CONCEDIDA,F,IP RIGHT GRANT,ALIVE,False
4433,TN,VAGR,+,VALIDATION OF EP PATENT IN VALIDATION STATE [INFORMATION PROVIDED BY NATIONAL OFFICE],[NO DESCRIPTION IN ORIGINAL LANGUAGE],W,OTHER,ALIVE,False
4434,TW,GD4A,+,ISSUE OF PATENT CERTIFICATE FOR GRANTED INVENTION PATENT,ISSUE OF PATENT CERTIFICATE FOR GRANTED INVENTION PATENT,Q,DOCUMENT PUBLICATION,ALIVE,False
4435,TW,GD4K,+,"ISSUE OF PATENT CERTIFICATE FOR GRANTED UTILITY MODEL FILED BEFORE JUNE 30, 2004","ISSUE OF PATENT CERTIFICATE FOR GRANTED UTILITY MODEL FILED BEFORE JUNE 30,2004",Q,DOCUMENT PUBLICATION,ALIVE,False
4436,TW,KA4A,,RENEWAL FEE DUE FOR A GRANTED PATENT,RENEWAL FEE DUE FOR A GRANTED PATENT,,,NEUTRAL,True
4437,TW,KA4K,,RENEWAL FEE DUE FOR A GRANTED UTILITY MODEL,RENEWAL FEE DUE FOR A GRANTED UTILITY MODEL,,,NEUTRAL,False
4438,TW,KB4A,+,RENEWAL FEE PAID FOR A GRANTED PATENT,RENEWAL FEE PAID FOR A GRANTED PATENT,,,ALIVE,True
4439,TW,KB4K,+,RENEWAL FEE PAID FOR A UTILITY MODEL,RENEWAL FEE PAID FOR A UTILITY MODEL,,,ALIVE,False
4440,TW,MA4A,-,ABANDONMENT OR WITHDRAWAL OF AN INVENTION PATENT,ABANDONMENT OR WITHDRAWAL OF AN INVENTION PATENT,H,IP RIGHT CESSATION,DEAD,False
4441,TW,MA4K,-,ABANDONMENT OR WITHDRAWAL OF A UTILITY MODEL,ABANDONMENT OR WITHDRAWAL OF A UTILITY MODEL,H,IP RIGHT CESSATION,DEAD,False
4442,TW,MC4A,-,REVOCATION OF GRANTED PATENT,REVOCATION OF GRANTED PATENT,H,IP RIGHT CESSATION,DEAD,True
4443,TW,MC4K,-,REVOCATION OF GRANTED UTILITY MODEL,REVOCATION OF GRANTED UTILITY MODEL,H,IP RIGHT CESSATION,DEAD,False
4444,TW,MK4A,-,EXPIRATION OF PATENT TERM OF AN INVENTION PATENT,EXPIRATION OF PATENT TERM OF AN INVENTION PATENT,H,IP RIGHT CESSATION,DEAD,False
4445,TW,MK4K,-,EXPIRATION OF PATENT TERM OF A GRANTED UTILITY MODEL,EXPIRATION OF PATENT TERM OF A GRANTED UTILITY MODEL,H,IP RIGHT CESSATION,DEAD,False
4446,TW,MM4A,-,ANNULMENT OR LAPSE OF PATENT DUE TO NON-PAYMENT OF FEES,ANNULMENT OR LAPSE OF PATENT DUE TO NON-PAYMENT OF FEES,H,IP RIGHT CESSATION,DEAD,False
4447,TW,MM4K,-,ANNULMENT OR LAPSE OF A UTILITY MODEL DUE TO NON-PAYMENT OF FEES,ANNULMENT OR LAPSE OF A UTILITY MODEL DUE TO NON-PAYMENT OF FEES,H,IP RIGHT CESSATION,DEAD,False
4448,US,355A,+,"PATENT TERM EXTENSION OR PATENT TERM RESTORATION ACCORDING TO 35 U.S.C. 155, 155A OR 156","PATENT TERM EXTENSION OR PATENT TERM RESTORATION ACCORDING TO 35 U.S.C. 155, 155A OR 156",G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
4449,US,356,+,PATENT TERM EXTENSION UNDER 35 U.S.C. 156,PATENT TERM EXTENSION UNDER 35 U.S.C. 156 UNTIL/FOR,G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4450,US,712F,,GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECTION 12(1)/1977 UK LAW),GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECTION 12(1)/1977 UK LAW),D,SEARCH AND EXAMINATION,PENDING,False
4451,US,712J,,GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECT. 12/1977),GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECT. 12/1977),D,SEARCH AND EXAMINATION,PENDING,False
4452,US,946,+,PATENT TERM EXTENSION PRIVATE LAW 98-46 UNTIL/FOR,PATENT TERM EXTENSION PRIVATE LAW 98-46 UNTIL/FOR,,,UNKNOWN,False
4453,US,AS,,ASSIGNMENT,ASSIGNMENT,R,PARTY DATA CHANGE,NEUTRAL,False
4454,US,B1,+,REEXAMINATION CERTIFICATE FIRST REEXAMINATION,REEXAMINATION CERTIFICATE FIRST REEXAMINATION,L,IP RIGHT REVIEW REQUEST,PENDING,False
4455,US,B2,+,REEXAMINATION CERTIFICATE SECOND REEXAMINATION,REEXAMINATION CERTIFICATE SECOND REEXAMINATION,L,IP RIGHT REVIEW REQUEST,PENDING,False
4456,US,B3,+,REEXAMINATION CERTIFICATE THIRD OR FURTHER REEXAMINATION,REEXAMINATION CERTIFICATE THIRD OR FURTHER REEXAMINATION,L,IP RIGHT REVIEW REQUEST,PENDING,False
4457,US,C1,,REEXAMINATION CERTIFICATE (1ST LEVEL),REEXAMINATION CERTIFICATE (1ST LEVEL),L,IP RIGHT REVIEW REQUEST,PENDING,False
4458,US,C2,,REEXAMINATION CERTIFICATE (2ND LEVEL),REEXAMINATION CERTIFICATE (2ND LEVEL),L,IP RIGHT REVIEW REQUEST,PENDING,False
4459,US,CBM,,AIA TRIAL PROCEEDING FILED BEFORE PATENT TRIAL AND APPEAL BOARD: COVERED BUSINESS METHODS,AIA TRIAL PROCEEDING FILED BEFORE PATENT TRIAL AND APPEAL BOARD: COVERED BUSINESS METHODS,L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
4460,US,CC,,CERTIFICATE OF CORRECTION,CERTIFICATE OF CORRECTION,Q,DOCUMENT PUBLICATION,PENDING,False
4461,US,CCB,,CERTIFICATE OF CORRECTION FOR REEXAMINATION,CERTIFICATE OF CORRECTION FOR REEXAMINATION,Q,DOCUMENT PUBLICATION,PENDING,False
4462,US,CO,+,COMMISSIONER ORDERED REEXAMINATION,COMMISSIONER ORDERED REEXAMINATION,L,IP RIGHT REVIEW REQUEST,PENDING,False
4463,US,CONR,+,REEXAMINATION DECISION CONFIRMS CLAIMS,REEXAMINATION DECISION CONFIRMS CLAIMS,M,IP RIGHT MAINTENANCE,ALIVE,False
4464,US,D356,-,DISAPPEARED FROM LIST FOR PATENT TERM EXTENSION UNDER 35 U.S.C. 156,DISAPPEARED FROM LIST FOR PATENT TERM EXTENSION UNDER 35 U.S.C. 156,,,UNKNOWN,False
4465,US,DC,-,DISCLAIMER FILED,DISCLAIMER FILED,L,IP RIGHT REVIEW REQUEST,UNKNOWN,False
4466,US,DCB,-,DISCLAIMER FOR REEXAMINATION FILED,DISCLAIMER FOR REEXAMINATION FILED,L,IP RIGHT REVIEW REQUEST,PENDING,False
4467,US,DD,-,DISCLAIMER AND DEDICATION FILED,DISCLAIMER AND DEDICATION FILED,L,IP RIGHT REVIEW REQUEST,DEAD,False
4468,US,DE,-,DEDICATION FILED,DEDICATION FILED,L,IP RIGHT REVIEW REQUEST,DEAD,False
4469,US,DI,,ADVERSE DECISION IN INTERFERENCE,ADVERSE DECISION IN INTERFERENCE,E,PRE-GRANT REVIEW REQUEST,PENDING,False
4470,US,DJ,-,"ALL REFERENCES SHOULD BE DELETED, NO PATENT WAS GRANTED","ALL REFERENCES SHOULD BE DELETED, NO PATENT WAS GRANTED",W,OTHER,UNKNOWN,False
4471,US,DJB,-,"ALL REFERENCES SHOULD BE DELETED, NO REEXAMINATION CERTIFICATE WAS ISSUED","ALL REFERENCES SHOULD BE DELETED, NO REEXAMINATION CERTIFICATE WAS ISSUED",,,PENDING,False
4472,US,DP,+,NOTIFICATION OF ACCEPTANCE OF DELAYED PAYMENT OF MAINTENANCE FEE,NOTIFICATION OF ACCEPTANCE OF DELAYED PAYMENT OF MAINTENANCE FEE,U,PAYMENT,ALIVE,False
4473,US,DR,,ADVERSE DECISION IN REFERENCE,ADVERSE DECISION IN REFERENCE,,,NEUTRAL,False
4474,US,ER,,ERRATUM,ERRATUM,,,NEUTRAL,False
4475,US,ERR,,ERRATUM,ERRATUM,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4476,US,FEPP,,FEE PAYMENT PROCEDURE,FEE PAYMENT PROCEDURE,U,PAYMENT,NEUTRAL,False
4477,US,FIFP,+,FILING FEE PAYMENT,FILING FEE PAYMENT,U,PAYMENT,ALIVE,False
4478,US,FP,-,LAPSED DUE TO FAILURE TO PAY MAINTENANCE FEE,EXPIRED DUE TO FAILURE TO PAY MAINTENANCE FEE,H,IP RIGHT CESSATION,DEAD,False
4479,US,FPAY,+,FEE PAYMENT,FEE PAYMENT,U,PAYMENT,ALIVE,False
4480,US,FPB1,-,REEXAMINATION DECISION CANCELLED ALL CLAIMS,REEXAMINATION DECISION CANCELLED ALL CLAIMS,H,IP RIGHT CESSATION,DEAD,False
4481,US,FPB2,-,REEXAMINATION DECISION CANCELLED ALL CLAIMS (2ND REEXAMINATION),REEXAMINATION DECISION CANCELLED ALL CLAIMS (2ND REEXAMINATION),H,IP RIGHT CESSATION,DEAD,False
4482,US,FPB3,-,REEXAMINATION DECISION CANCELLED ALL CLAIMS (3RD REEXAMINATION),REEXAMINATION DECISION CANCELLED ALL CLAIMS (3RD REEXAMINATION),H,IP RIGHT CESSATION,DEAD,False
4483,US,FPIR,,UNTIMELY FEE PAYMENT OR OTHER IRREGULARITIES IN FEE PAYMENT,UNTIMELY FEE PAYMENT OR OTHER IRREGULARITIES IN FEE PAYMENT,,,NEUTRAL,False
4484,US,IPR,,AIA TRIAL PROCEEDING FILED BEFORE THE PATENT AND APPEAL BOARD: INTER PARTES REVIEW,AIA TRIAL PROCEEDING FILED BEFORE THE PATENT AND APPEAL BOARD: INTER PARTES REVIEW,L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
4485,US,IPRC,,TRIAL AND APPEAL BOARD: INTER PARTES REVIEW CERTIFICATE,TRIAL AND APPEAL BOARD: INTER PARTES REVIEW CERTIFICATE,L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
4486,US,LAPS,-,LAPSE FOR FAILURE TO PAY MAINTENANCE FEES,LAPSE FOR FAILURE TO PAY MAINTENANCE FEES,H,IP RIGHT CESSATION,DEAD,False
4487,US,LIMR,,REEXAMINATION DECISION: CLAIMS CHANGED AND/OR CANCELLED,REEXAMINATION DECISION: CLAIMS CHANGED AND/OR CANCELLED,M,IP RIGHT MAINTENANCE,PENDING,False
4488,US,MAFP,+,MAINTENANCE FEE PAYMENT,MAINTENANCE FEE PAYMENT,U,PAYMENT,ALIVE,False
4489,US,NOCC,,FORMER CERTIFICATE OF CORRECTION EVENT SHOULD BE IGNORED,FORMER CERTIFICATE OF CORRECTION EVENT SHOULD BE IGNORED,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
4490,US,PA,,PATENT AVAILABLE FOR LICENCE OR SALE,PATENT AVAILABLE FOR LICENSE OR SALE,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,NEUTRAL,False
4491,US,PEL,+,PATENT TERM EXTENSION,PATENT TERM EXTENSION,,,UNKNOWN,False
4492,US,PGR,,AIA TRIAL PROCEEDING FILED BEFORE THE PATENT AND APPEAL BOARD: POST-GRANT REVIEW,AIA TRIAL PROCEEDING FILED BEFORE THE PATENT AND APPEAL BOARD:POST-GRANT REVIEW,L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
4493,US,PGRC,,TRIAL AND APPEAL BOARD: POST-GRANT REVIEW CERTIFICATE,TRIAL AND APPEAL BOARD: POST-GRANT REVIEW CERTIFICATE,L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
4494,US,PRDP,+,PATENT REINSTATED DUE TO THE ACCEPTANCE OF A LATE MAINTENANCE FEE,PATENT REINSTATED DUE TO THE ACCEPTANCE OF A LATE MAINTENANCE FEE,K,IP RIGHT REVIVAL,ALIVE,False
4495,US,PS,,PATENT SUIT(S) FILED,PATENT SUIT(S) FILED,,,NEUTRAL,False
4496,US,PTEF,,APPLICATION FOR A PATENT TERM EXTENSION,APPLICATION FOR A PATENT TERM EXTENSION,G,PROTECTION BEYOND IP RIGHT TERM,PENDING,False
4497,US,PTEG,+,GRANT OF A PATENT TERM EXTENSION,GRANT OF A PATENT TERM EXTENSION,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
4498,US,PTER,,"REJECTION OF A REQUEST FOR PATENT TERM EXTENSION (FOR EG. INELIGIBLE, DISMISSAL, WITHDRAWAL, ETC)","REJECTION OF A REQUEST FOR PATENT TERM EXTENSION (FOR EG. INELIGIBLE, DISMISSAL, WITHDRAWAL, ETC)",G,PROTECTION BEYOND IP RIGHT TERM,NEUTRAL,False
4499,US,REFU,,REFUND,REFUND,U,PAYMENT,NEUTRAL,False
4500,US,REIN,+,REINSTATEMENT AFTER MAINTENANCE FEE PAYMENT CONFIRMED,REINSTATEMENT AFTER MAINTENANCE FEE PAYMENT CONFIRMED,K,IP RIGHT REVIVAL,ALIVE,False
4501,US,REMI,,MAINTENANCE FEE REMINDER MAILED,MAINTENANCE FEE REMINDER MAILED,U,PAYMENT,NEUTRAL,False
4502,US,RF,,REISSUE APPLICATION FILED,REISSUE APPL. FILED,L,IP RIGHT REVIEW REQUEST,PENDING,False
4503,US,RN,+,RECISSION OF NOTICE OF PATENT EXPIRATION,RECISSION OF NOTICE OF PATENT EXPIRATION,,,UNKNOWN,False
4504,US,RR,+,REQUEST FOR REEXAMINATION FILED,REQUEST FOR REEXAMINATION FILED,L,IP RIGHT REVIEW REQUEST,PENDING,False
4505,US,STCA,,INFORMATION ON STATUS: APPLICATION FILING,[NO DESCRIPTION IN ORIGINAL LANGUAGE],A,APPLICATION FILING,PENDING,False
4506,US,STCB,-,INFORMATION ON STATUS: APPLICATION DISCONTINUATION,[NO DESCRIPTION IN ORIGINAL LANGUAGE],B,APPLICATION DISCONTINUATION,DEAD,False
4507,US,STCC,+,INFORMATION ON STATUS: APPLICATION REVIVAL,[NO DESCRIPTION IN ORIGINAL LANGUAGE],C,APPLICATION REVIVAL,ALIVE,False
4508,US,STCE,,INFORMATION ON STATUS: PRE-GRANT REVIEW,[NO DESCRIPTION IN ORIGINAL LANGUAGE],E,PRE-GRANT REVIEW REQUEST,PENDING,False
4509,US,STCF,,INFORMATION ON STATUS: PATENT GRANT,[NO DESCRIPTION IN ORIGINAL LANGUAGE],F,IP RIGHT GRANT,NEUTRAL,False
4510,US,STCH,-,INFORMATION ON STATUS: PATENT DISCONTINUATION,[NO DESCRIPTION IN ORIGINAL LANGUAGE],H,IP RIGHT CESSATION,DEAD,False
4511,US,STCK,+,INFORMATION ON STATUS: PATENT REVIVAL,[NO DESCRIPTION IN ORIGINAL LANGUAGE],K,IP RIGHT REVIVAL,ALIVE,False
4512,US,STCL,,INFORMATION ON STATUS: POST-GRANT REVIEW,[NO DESCRIPTION IN ORIGINAL LANGUAGE],L,IP RIGHT REVIEW REQUEST,NEUTRAL,False
4513,US,STCT,-,INFORMATION ON STATUS: ADMINISTRATIVE PROCEDURE ADJUSTMENT,[NO DESCRIPTION IN ORIGINAL LANGUAGE],T,ADMINISTRATIVE PROCEDURE ADJUSTMENT,UNKNOWN,False
4514,US,STCV,,INFORMATION ON STATUS: APPEAL PROCEDURE,[NO DESCRIPTION IN ORIGINAL LANGUAGE],V,APPEAL,NEUTRAL,False
4515,US,STPP,,INFORMATION ON STATUS: PATENT APPLICATION AND GRANTING PROCEDURE IN GENERAL,[NO DESCRIPTION IN ORIGINAL LANGUAGE],Z,CLASSIFICATION PENDING,PENDING,False
4516,US,SULP,+,SURCHARGE FOR LATE PAYMENT,SURCHARGE FOR LATE PAYMENT,U,PAYMENT,UNKNOWN,False
4517,US,WDB1,-,REEXAMINATION: THIS PATENT WAS WITHDRAWN PRIOR TO ISSUE,REEXAMINATION: THIS PATENT WAS WITHDRAWN PRIOR TO ISSUE,L,IP RIGHT REVIEW REQUEST,PENDING,False
4518,US,WDR,-,PATENT WITHDRAWN ACCORDING TO LISTING ISSUED BY THE USPTO ON PRS-DATE,PATENT WITHDRAWN ACCORDING TO LISTING ISSUED BY THE USPTO ON PRS-DATE,H,IP RIGHT CESSATION,DEAD,False
4519,US,X,-,NO DOCUMENT PUBLISHED,NO DOCUMENT PUBLISHED,Q,DOCUMENT PUBLICATION,PENDING,False
4520,US,XAS,,NOT ANY MORE IN US ASSIGNMENT DATABASE,NOT ANY MORE IN US ASSIGNMENT DATABASE,R,PARTY DATA CHANGE,NEUTRAL,False
4521,US,XB,-,PATENT (REEXAMINATION CERTIFICATE) NOT ISSUED,PATENT (REEXAMINATION CERTIFICATE) NOT ISSUED,,,PENDING,False
4522,US,XX,,MISCELLANEOUS:,MISCELLANEOUS:,Z,CLASSIFICATION PENDING,NEUTRAL,False
4523,US,ZAAA,,NOTICE OF ALLOWANCE AND FEES DUE,NOTICE OF ALLOWANCE AND FEES DUE (PTOL-85),D,SEARCH AND EXAMINATION,PENDING,False
4524,US,ZAAB,,NOTICE OF ALLOWANCE MAILED,MAIL NOTICE OF ALLOWANCE,D,SEARCH AND EXAMINATION,PENDING,False
4525,UY,104,-,APPLICATION DEEMED TO BE WITHDRAWN (NO SUBSTANTIVE EXAMINATION FEE PAID),RESOLUCION ABANDONO PATENTE (NO PAGO EXAMEN FONDO),B,APPLICATION DISCONTINUATION,DEAD,False
4526,UY,105,-,APPLICATION DEEMED TO BE WITHDRAWN (NO GRANT FEE PAID),RESOLUCION DESISTIDA PATENTE (NO PAGO CONCESION),B,APPLICATION DISCONTINUATION,DEAD,False
4527,UY,109,-,APPLICATION DEEMED TO BE WITHDRAWN,RESOLUCION ABANDONO PATENTE,B,APPLICATION DISCONTINUATION,DEAD,False
4528,UY,110,+,PATENT GRANTED,ASIGNACION DE NUMERO DE PATENTE,F,IP RIGHT GRANT,ALIVE,True
4529,UY,ABAN,-,APPLICATION DEEMED TO BE WITHDRAWN (NO PUBLICATION FEE PAID),RESOLUCION ABANDONO PATENTE (NO PAGO PUBLICACION),B,APPLICATION DISCONTINUATION,DEAD,False
4530,UY,DESI,-,APPLICATION DEEMED TO BE WITHDRAWN,RESOLUCION DESISTIDA PATENTE,B,APPLICATION DISCONTINUATION,DEAD,False
4531,UY,RDES,-,APPLICATION REFUSED,RESOLUCION DESESTIMACION PATENTE,B,APPLICATION DISCONTINUATION,DEAD,False
4532,UY,VENC,-,PATENT EXPIRED,VENCIMIENTO DE VIGENCIA,H,IP RIGHT CESSATION,DEAD,False
4533,WO,121,,EP: THE EPO HAS BEEN INFORMED BY WIPO THAT EP WAS DESIGNATED IN THIS APPLICATION,EP: THE EPO HAS BEEN INFORMED BY WIPO THAT EP WAS DESIGNATED IN THIS APPLICATION,W,OTHER,PENDING,False
4534,WO,122,-,EP: PCT APPLICATION NON-ENTRY IN EUROPEAN PHASE,EP: PCT ANMELDUNG NICHT IN EUROPAEISCHE PHASE EINGETRETEN,A,APPLICATION FILING,PENDING,False
4535,WO,32PN,-,EP: PUBLIC NOTIFICATION IN THE EP BULLETIN AS ADDRESS OF THE ADRESSEE CANNOT BE ESTABLISHED,"EP: PUBLIC NOTIFICATION UNDER RULE 80 EPC, NOTIFIED IN THE EP BULLETIN",W,OTHER,UNKNOWN,False
4536,WO,708H,,GB: DETERMINATION BEFORE GRANT OF UK ENTITLEMENT (SECTION 8(1)/1977),GB: DETERMINATION BEFORE GRANT OF UK ENTITLEMENT (SECTION 8(1)/1977),,,NEUTRAL,False
4537,WO,710B,,GB: PROCEEDING UNDER RULE 110(4) PATENTS ACT 1977,GB: PROCEEDING UNDER RULE 110(4) PATENTS ACT 1977,,,NEUTRAL,False
4538,WO,712F,,GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECTION 12(1)/1977),GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECTION 12(1)/1977),D,SEARCH AND EXAMINATION,PENDING,False
4539,WO,712G,,GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECT. 12(1)/1977) WITHDRAWN,GB: DETERMINATION OF FOREIGN ENTITLEMENT (SECT. 12(1)/1977) WITHDRAWN,W,OTHER,NEUTRAL,False
4540,WO,712J,,GB: REFERENCE DECIDED BY THE COMPTROLLER - REF. UNDER SECT. 12(1) DETERMINATION OF FOREIGN ENTITLEMENT,GB: REFERENCE DECIDED BY THE COMPTROLLER - REF. UNDER SECT. 12(1) DETERMINATION OF FOREIGN ENTITLEMENT,D,SEARCH AND EXAMINATION,PENDING,False
4541,WO,713B,,GB: PROCEEDING UNDER SECTION 13(1) PATENTS ACT 1977,GB: PROCEEDING UNDER SECTION 13(1) PATENTS ACT 1977,W,OTHER,NEUTRAL,False
